Index,Restaurant Name,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
1206,Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,"Chinese, North Indian, Italian",2700,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,6
1207,Courtyard Grill - Courtyard by Marriott,Gurgaon,"Chinese, North Indian, Italian",2500,Indian Rupees(Rs.),No,No,No,No,4,0,White,Not rated,3
1208,Di Ghent Boulangerie,Gurgaon,"Cafe, Belgian",1700,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,231
1209,Khyen Chyen,Gurgaon,Kashmiri,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,364
1210,The Pint Room,Gurgaon,"Finger Food, Continental, Italian",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,127
1211,Tughlaq,Gurgaon,"North Indian, Mughlai, Chinese, Seafood",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351
1212,Big Wong XL,Gurgaon,"Chinese, Thai, Sushi",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,162
1213,Bunker,Gurgaon,"Continental, North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248
1214,Culture Cafe,Gurgaon,"Mediterranean, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,144
1215,Nowhere Terrace Brewpub Cafe,Gurgaon,"Continental, European, Asian, North Indian, Chinese, Italian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214
1216,Cafe G - Crowne Plaza,Gurgaon,"North Indian, Continental, Chinese",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,181
1217,Wildfire - Crowne Plaza,Gurgaon,South American,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,131
1218,Isabella,Gurgaon,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191
1219,Fatburger,Gurgaon,"American, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,793
1220,Burma Burma,Gurgaon,"Asian, Burmese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563
1221,Pier 38,Gurgaon,"Persian, Arabian, Lebanese, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177
1222,Yum Yum Cha,Gurgaon,"Chinese, Japanese, Sushi",1800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407
1223,Amici Cafe,Gurgaon,"Cafe, Italian, Pizza",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,647
1224,Au Bon Pain,Gurgaon,"Cafe, Bakery",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,503
1225,California Pizza Kitchen,Gurgaon,"Pizza, Italian",2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,980
1226,Chai Point,Gurgaon,"Tea, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,544
1227,Cherry Comet,Gurgaon,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,455
1228,Circus,Gurgaon,"North Indian, Chinese, Italian",1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230
1229,Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,701
1230,Holy Smoke,Gurgaon,"Steak, American",1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,313
1231,Italiano,Gurgaon,Italian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,625
1232,Krispy Kreme,Gurgaon,"Desserts, Beverages",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,425
1233,Not Just Paranthas,Gurgaon,North Indian,1100,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,734
1234,Oh! Calcutta,Gurgaon,"Bengali, Seafood",1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,706
1235,Olive Bistro,Gurgaon,"Mediterranean, Italian, European",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,1490
1236,Pita Pit,Gurgaon,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,870
1237,Raasta,Gurgaon,"Continental, Italian",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,1065
1238,Red Mango,Gurgaon,"Cafe, Desserts",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,365
1239,Rred Hot Asian Bistro,Gurgaon,"Chinese, Japanese, Thai, Asian",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,384
1240,Smaaash,Gurgaon,"North Indian, Thai, Continental",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,622
1241,Starbucks,Gurgaon,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,560
1242,Sutra Gastropub,Gurgaon,"Mediterranean, European, American, North Indian",2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046
1243,Taco Bell,Gurgaon,"Mexican, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,176
1244,The People & Co.,Gurgaon,"Continental, Italian",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,173
1245,Theobroma,Gurgaon,"Bakery, Cafe",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,227
1246,Wendy's,Gurgaon,"Burger, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,296
1247,The Wine Company,Gurgaon,"Italian, European",2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.4,Red,Poor,2412
1248,Cafe Delhi Heights,Gurgaon,"Continental, American, Italian, Seafood, North Indian, Cafe",2000,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,1840
1249,Cyber Hub Social,Gurgaon,"Continental, American, Asian, North Indian",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716
1250,Delifrance - The France Cafe Bakery,Gurgaon,"Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,199
1251,Dhaba By Claridges,Gurgaon,North Indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4,Green,Very Good,1658
1252,Farzi Cafe,Gurgaon,Modern Indian,2200,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,4385
1253,Hard Rock Cafe,Gurgaon,"Mediterranean, Mexican, North Indian, American",2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949
1254,Instapizza,Gurgaon,"Pizza, Fast Food",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,219
1255,Made In Punjab,Gurgaon,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,1595
1256,Nando's,Gurgaon,"Portuguese, African",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,1730
1257,Quaff,Gurgaon,"American, Italian, Chinese",1750,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,353
1258,SodaBottleOpenerWala,Gurgaon,"Parsi, Iranian",1300,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,2843
1259,The Grill Mill,Gurgaon,"North Indian, Continental, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,209
1260,Knight Rider,Gurgaon,"North Indian, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,185
1261,Chaayos,Gurgaon,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,393
1262,Nooba,Gurgaon,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,333
1263,Domino's Pizza,Gurgaon,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125
1264,Indigo Delicatessen,Gurgaon,"European, Continental",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,205
1265,Escape Terrace Bar Kitchen,Gurgaon,Finger Food,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,294
1266,Kwaliti,Gurgaon,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129
1267,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125
1268,Burger Point,Gurgaon,"Burger, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,74
1269,Chaat Chowk,Gurgaon,Street Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,217
1270,Chef Style,Gurgaon,"North Indian, Mughlai",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,239
1271,Delhicacy,Gurgaon,"Street Food, Fast Food, North Indian",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317
1272,Dimsum & Co.,Gurgaon,Chinese,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,136
1273,Instapizza,Gurgaon,"Pizza, Fast Food",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,426
1274,L'Opera,Gurgaon,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,196
1275,Lazeez Food,Gurgaon,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,173
1276,Le Marche Sugar & Spice Cafe,Gurgaon,"Cafe, Italian, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,52
1277,The Breakfast Club,Gurgaon,"Continental, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,189
1278,Sugar & Spice - Le Marche,Gurgaon,"Bakery, Fast Food",800,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,88
1279,Crudo Juicery,Gurgaon,"Beverages, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,154
1280,Fork with Stick,Gurgaon,Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,169
1281,Uptown Fresh Beer Cafe,Gurgaon,"Finger Food, North Indian, Italian, European, Continental",2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230
1282,Barista,Gurgaon,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,18
1283,Cafe Coffee Day,Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,27
1284,Domino's Pizza,Gurgaon,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,30
1285,Italiano,Gurgaon,Italian,1500,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,49
1286,McDonald's,Gurgaon,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,30
1287,Parantha Gurus,Gurgaon,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27
1288,Pizza Hut Delivery,Gurgaon,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,29
1289,Sibang Bakery,Gurgaon,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
1290,Sonya Bakery Cafe,Gurgaon,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20
1291,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46
1292,Viva Hyderabad,Gurgaon,"Biryani, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,69
1293,7 Barrel Brew Pub,Gurgaon,"North Indian, Continental, Chinese, Japanese, Italian, Thai",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490
1294,Wai Yu Mun Ching,Gurgaon,"Chinese, Thai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,112
1295,Baskin Robbins,Gurgaon,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
1296,KFC,Gurgaon,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,73
1297,Burmese Kitchen Plus,Gurgaon,"Burmese, Chinese, Thai",800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,65
1298,Drinks Come True,Gurgaon,"Beverages, Juices",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
1299,Eat All Nite,Gurgaon,"North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,184
1300,Frontier,Gurgaon,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
1301,GenY Cuisines,Gurgaon,"Chinese, Mexican, Fast Food, Continental",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
1302,K Raga's,Gurgaon,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5
1303,Kangri,Gurgaon,Kashmiri,750,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,84
1304,Makhmali Kebabs,Gurgaon,Mughlai,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,10
1305,Masala Ville,Gurgaon,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,15
1306,Night Food Xprs,Gurgaon,"Chinese, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,12
1307,Roti Boti,Gurgaon,"North Indian, Mughlai, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,35
1308,Sama Chicken Biryani,Gurgaon,"Biryani, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
1309,Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,54
1310,The Rolling Pin Bakery,Gurgaon,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10
1311,Weird Time Food,Gurgaon,"Continental, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,7
1312,Twigly,Gurgaon,"Continental, Italian, Pizza, Asian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.6,Dark Green,Excellent,395
1313,Asian Haus,Gurgaon,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,360
1314,Beyond Breads,Gurgaon,"Bakery, Desserts",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,326
1315,Biryani By Kilo,Gurgaon,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,403
1316,Captain Grub,Gurgaon,"American, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,447
1317,Pita Pit,Gurgaon,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,56
1318,Rawleaf,Gurgaon,"Healthy Food, Salad",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,38
1319,Sushi Haus,Gurgaon,"Japanese, Sushi",1300,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,124
1320,Eggzellent,Gurgaon,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
1321,High On Tea,Gurgaon,"Cafe, Tea",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
1322,Sona Bridge Hotel,Gurgaon,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
1323,Yo! Dimsum,Gurgaon,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
1324,Angrezee Choupal,Gurgaon,"North Indian, Chinese, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,299
1325,Ashoka Snacks Corner,Gurgaon,"Street Food, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1326,Chefoncalls,Gurgaon,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1327,Corp Kitchen,Gurgaon,"North Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
1328,Good Food,Gurgaon,Healthy Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1329,Mahek By Greenz,Gurgaon,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1330,Pao King,Gurgaon,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1331,Prabhat Fast Food Corner,Gurgaon,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
1332,Shama Chicken Corner,Gurgaon,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
1333,Unique Food Hut,Gurgaon,"Fast Food, North Indian, Beverages",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
1334,A 1 - Snacks and food corner,Gurgaon,"North Indian, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,16
1335,Anandum,Gurgaon,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,13
1336,Apni Rasoi,Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,160
1337,Banke Bihari Bhojanalay,Gurgaon,"Mithai, Street Food, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,36
1338,Biryani 365,Gurgaon,Mughlai,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,17
1339,Bro's Kitchenette,Gurgaon,"Fast Food, Street Food, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,11
1340,Cafe Coffee Day,Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
1341,Cafe Coffee Day,Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26
1342,Cafe Du Rendezvous,Gurgaon,"Cafe, Street Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,21
1343,Cake 24x7,Gurgaon,Bakery,600,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.3,Orange,Average,25
1344,Cake On Wheels,Gurgaon,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,18
1345,Cake Point,Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.9,Orange,Average,7
1346,Cake Point,Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,35
1347,Cakes Degree,Gurgaon,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,18
1348,Chateau Garlic,Gurgaon,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,14
1349,Chennai Express,Gurgaon,"South Indian, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
1350,Crust N Cakes,Gurgaon,Bakery,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,18
1351,Dabba Meat,Gurgaon,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,29
1352,Deepak Rasoi,Gurgaon,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,22
1353,Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,Street Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14
1354,Foodies Nation,Gurgaon,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,19
1355,Goli Vada Pav No. 1,Gurgaon,Street Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,83
1356,Grandma's Kitchen,Gurgaon,"North Indian, South Indian",400,Indian Rupees(Rs.),No,Yes,Yes,No,1,2.5,Orange,Average,20
1357,Gurgaon Hights,Gurgaon,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,19
1358,Idliss,Gurgaon,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,359
1359,Indian Home Food,Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,51
1360,Jetha Lal Ka Dhabha,Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,53
1361,Kusum Rolls,Gurgaon,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,71
1362,Megha Vaishno Dhaba,Gurgaon,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,33
1363,Nikhil Food Point,Gurgaon,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,19
1364,Plan B,Gurgaon,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,132
1365,Punjabi Zaika,Gurgaon,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,74
1366,Rasoi,Gurgaon,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,6
1367,Roll's Royce,Gurgaon,"Fast Food, North Indian",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,42
1368,Shree Bikaner Misthan Bhandar,Gurgaon,"Street Food, Mithai",100,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,29
1369,Smokey Pan,Gurgaon,"North Indian, Greek, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14
1370,Surprise O Meal,Gurgaon,"Continental, North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,35
1371,Tandoor on The Way,Gurgaon,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,45
1372,Tawa N Tandoor,Gurgaon,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,51
1373,The Paradise Biryani,Gurgaon,"Biryani, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,22
1374,The Royal,Gurgaon,"Fast Food, Beverages",550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,15
1375,Theka Desi Khaana,Gurgaon,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,12
1376,Tobasco Kitchen,Gurgaon,"Fast Food, Pizza",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,38
1377,Tpot,Gurgaon,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
1378,Uncle's Cafe,Gurgaon,"North Indian, Biryani, Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,23
1379,Welcome Cafeteria,Gurgaon,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,23
1380,Yo Yo China Town,Gurgaon,"Chinese, North Indian, South Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,31
1381,Caterspoint,Gurgaon,"Mexican, American, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.9,Dark Green,Excellent,223
1382,Bake-a-boo,Gurgaon,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,55
1383,Burger Hut,Gurgaon,"Burger, Fast Food, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,319
1384,China Gatherings,Gurgaon,"Chinese, Thai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,46
1385,Crazy Bhukkhad,Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,54
1386,Deez Biryani & Kebabs,Gurgaon,"Biryani, North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,371
1387,Fomads,Gurgaon,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,26
1388,Happy Beings,Gurgaon,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,66
1389,InstaDozza,Gurgaon,South Indian,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,28
1390,Mom's Kitchen,Gurgaon,North Indian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,27
1391,The Baker's Bar  ... Bakery & Cafe,Gurgaon,"Italian, Lebanese, Fast Food, Bakery",400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,29
1392,Veg Ex,Gurgaon,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,45
1393,Volt - By Plan B,Gurgaon,"Mediterranean, Mughlai, Thai, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,19
1394,ZASTY,Gurgaon,"Continental, North Indian, Asian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,52
1395,Aahar,Gurgaon,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,60
1396,Chicken Bytes,Gurgaon,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,34
1397,Flying Cakes,Gurgaon,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,136
1398,Punjabi Tadka,Gurgaon,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.2,Red,Poor,43
1399,Coldpress Company,Gurgaon,"Healthy Food, Juices, Salad, Italian, Continental",500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,34
1400,Crudo Juicery,Gurgaon,"Beverages, Salad, Beverages",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,33
